排名,名称,类型,话数,放送时间,导演,脚本,声优,评分,评分人数,封面,详情页
706,棋魂特别篇 迈向北斗杯之路,TV,1,2004-01-03,えんどうてつや,横手美智子、えんどうてつや,川上とも子、小林沙苗、石塚堅,7.6,974,https://lain.bgm.tv/r/400/pic/cover/l/69/6d/36271_aVrvZ.jpg,https://bangumi.tv/subject/36271
707,×××HOLiC 仲夏夜之梦,剧场版,1,2005-08-20,水島努,櫻井大樹、藤咲淳一,大原さやか、福山潤、中井和哉、伊藤静、こじまかずこ、望月久代,7.6,1891,https://lain.bgm.tv/r/400/pic/cover/l/6e/31/2897_3l433.jpg,https://bangumi.tv/subject/2897
708,86 -不存在的战区-,TV,11,2021-04-10,石井俊匡,永井千晶、大野敏哉、砂山蔵澄,長谷川育美、泊明日菜、千葉翔也、山下誠一郎、藤原夏海、白石晴香、石谷春貴、早見沙織、鈴代紗弓、山下大輝、村田太志、植木慎英、福原かつみ、小野将夢、風間万裕子、貫井柚佳、坂泰斗、石上静香、楠大典、杉山里穂、三上哲、古川慎,7.6,16651,https://lain.bgm.tv/r/400/pic/cover/l/a4/b3/302189_1034v.jpg,https://bangumi.tv/subject/302189
709,向山进发 第二季,TV,24,2014-07-09,山本裕介,筆安一幸,井口裕香、阿澄佳奈、日笠陽子、小倉唯、久川綾、牧野由依、山下誠一郎、荻野晴朗、儀武ゆう子、小松史法、伊丸岡篤、東山奈央、早水リサ、鳴海杏子、照井春佳、田丸篤志、湯屋敦子、池田勝、近藤ゆき、工藤雅久、三瓶雄樹、佐久間元輝、佐野康之、甲斐田ゆき、白川愛実、織田亜希、篠宮あすか、臼井晴菜,7.6,4325,https://lain.bgm.tv/r/400/pic/cover/l/bf/3b/86670_Ze8H4.jpg,https://bangumi.tv/subject/86670
710,枕刀歌3：孤城闭雪,WEB,14,2025-09-19,未知,,,7.8,125,https://lain.bgm.tv/r/400/pic/cover/l/df/ac/432776_K1M48.jpg,https://bangumi.tv/subject/432776
711,银河英雄传说 我的征途是星辰大海,剧场版,1,1988-02-06,石黒昇,首藤剛志,堀川りょう、広中雅志、富山敬、野田圭一、土師孝也、森功至、若本規夫、柴田秀勝、潘恵子、二又一成、古川登志夫、徳丸完、井上和彦、政宗一成、大木民夫、鈴置洋孝、秋元羊介,7.7,404,https://lain.bgm.tv/r/400/pic/cover/l/fa/dd/39531_t4Uwk.jpg,https://bangumi.tv/subject/39531
712,火影忍者,TV,220,2002-10-03,伊達勇登,広平虫、横手美智子、大和屋暁、西園悟、吉田伸、水越保、鈴木やすゆき、隅沢克之、宮田由佳、武上純希,竹内順子、常蓉珊、杉山紀彰、東山奈央、中村千絵、井上和彦、小杉十郎太、森久保祥太郎、柚木涼香、伊藤健太郎、水樹奈々、川田紳司、鳥海浩輔、竹内順子、落合るみ、常蓉珊、遠近孝一、根本圭子、増川洋一、田村ゆかり、江原正士、菅生隆之、堀内賢雄、柴田秀勝、大塚芳忠、勝生真沙子、翠準子、宮田光、根本圭子、家中宏、中村大樹、津田英三、鈴木琢磨、浜田賢二、さがらえみ、福田信昭、浜田賢二、平田広明、本田貴子、飛田展男、津田健次郎、土田大、楠大典、佐々木望、藤生聖子、河野智之、関俊彦、山本泰輔、坪井智浩、松井菜桜子、斎藤恵理、三木眞一郎、菅沼久義、福田信昭、田中完、志村知幸、大谷育江、重松朋、下屋則子、浅井清己、小林由美子、長嶝高士、下山吉光、山本泰輔、根本圭子、朝倉栄介、細野雅世、園田恵子、小野未喜、増田ゆき、柳沢栄治、髙月希海、朴璐美、石田彰、加瀬康之、保志総一朗、中田譲治、田中正彦、山口眞弓、くじら、神奈延年、森川智之、渡辺明乃、千葉進歩、三宅健太、江川大輔、奥田啓人、河本邦弘、粟津貴嗣、咲野俊介、咲野俊介、桐本拓哉、勝杏里、渡辺英雄、小池亜希子、大水忠相、上田燿司、原田正夫、石川英郎、檀臣幸、浅野まゆみ、石塚運昇、くわはら利晃、くわはら利晃、上田燿司、重松朋、辻親八、渡部猛、天田益男、能登麻美子、北川勝博、根本圭子、岩崎ひろし、玄田哲章、青野武、坂東尚樹、隈本吉成、渡辺美佐、石川静、酒井敬幸、奥田啓人、高瀬右光、水野龍司、佐藤ゆうこ、浅井清己、鳳芳野、三戸崇史、小暮英麻、秋元羊介、後藤敦、岡野浩介、小上裕通、置鮎龍太郎、渡辺英雄、小林沙苗、相沢まさき、島田敏、塩屋浩三、西前忠久、藤原美央子、岡本章子、緑川光、宇垣秀成、酒井敬幸、永島由子、松本梨香、志村知幸、川島得愛、永井誠、藤原啓治、矢島晶子、桐井大介、斉藤昌、小形満、西村知道、宗矢樹頼、池田秀一、廣田行生、立木文彦、水島裕、桜井敏治、三戸崇史、田原アルノ、宝亀克寿、関智一、水内清光、伊藤栄次、田中一永、長沢美樹、チョー、相田さやか、金子由之、梅津秀行、高宮俊介、雨蘭咲木子、仲野裕、松本保典、遠藤純一、堀本等、細谷佳正、重松朋、浪川大輔、宮本充、青山桐子、恒松あゆみ、深見梨加、安井邦彦、戸部公爾、石波義人、小山力也、細野雅世、坂東尚樹、細谷佳正、檀臣幸、氷上恭子、渡辺美佐、阪口周平、小川一樹、木川絵理子、渡辺英雄、古澤徹、川本克彦、野沢雅子、西前忠久、てらそままさき、深水由美、星野充昭、柚木涼香、梁田清之、成田剣、引田有美、鉄野正豊、江川大輔、井上剛、城山堅、半場友恵、石田圭祐、船木真人、久嶋志帆、津田健次郎、奥田啓人、加藤将之、楠大典、日野聡、設楽麻美、白熊寛嗣、花輪英司、小川一樹、野島健児、細野雅世、中根徹、峯香織、東地宏樹、坂本真綾、森田順平、石住昭彦、沢海陽子、桐井大介、諏訪部順一、関俊彦,7.6,9107,https://lain.bgm.tv/r/400/pic/cover/l/07/21/3425_9PQ1L.jpg,https://bangumi.tv/subject/3425
713,来来猫 第二季,TV,50,2010-07-03,大地丙太郎,くるねこ大和（「くるねこ」／エンターブレイン刊）,中谷美紀,7.7,236,https://lain.bgm.tv/r/400/pic/cover/l/ad/1f/6756_o02oA.jpg,https://bangumi.tv/subject/6756
714,对话的维度,剧场版,1,1982,Jan、Švankmajer,,,7.7,335,https://lain.bgm.tv/r/400/pic/cover/l/9c/6b/80199_j22t5.jpg,https://bangumi.tv/subject/80199
715,江户盗贼团五叶,TV,12,2010-04-15,望月智充,望月智充,浪川大輔、櫻井孝宏、緒乃冬華、高塚正也、内田夕夜、木下浩之、高梁碧、宝亀克寿,7.6,1600,https://lain.bgm.tv/r/400/pic/cover/l/13/43/4328_z8RCr.jpg,https://bangumi.tv/subject/4328
716,雾山五行 犀川幻紫林,WEB,4,2023-07-26,林魂,林魂,锦鲤、郭盛、姜英俊、李兰陵、沈欣如、阎么么、陈张太康、林魂、刘琮、杨昕燃、柳真颜、林帽帽、赵铭洲、瞳音、林魂、张占坤、苗壮、郝祥海、藤新、常蓉珊、叶知秋、杨凝、小连杀、林帽帽,7.6,2557,https://lain.bgm.tv/r/400/pic/cover/l/cf/47/312658_BP30u.jpg,https://bangumi.tv/subject/312658
717,罗小黑战记,剧场版,1,2019-09-07,MTJJ,MTJJ、彭可欣、风息神泪,山新、花澤香菜、刘明月、宮野真守、郝祥海、櫻井孝宏、图特哈蒙、石狩勇気、陈思宇、チョー、杨凝、豊崎愛生、李璐、大塚芳忠、山新、艾索、冯志爽、夏侯落枫、叮当、图特哈蒙、邢凯新、李铫、高枫、沈欣如、瞳音、李兰陵、叶知秋、张恩泽、李兰陵、月夜桥、郝祥海、林帽帽、桃宝、邢凯新、李轻扬、赵双、顾杰、MTJJ,7.6,5563,https://lain.bgm.tv/r/400/pic/cover/l/10/e4/159725_G2bCk.jpg,https://bangumi.tv/subject/159725
718,哆啦A梦：新·大雄与铁人兵团,剧场版,1,2011-03-05,寺本幸代,清水東,水田わさび、陳美貞、大原めぐみ、陶敏嫻、かかずゆみ、黃珽筠、木村昴、官志宏、関智一、李景唐、千秋、沢城みゆき、三石琴乃,7.6,1292,https://lain.bgm.tv/r/400/pic/cover/l/c6/b7/19130_dFnGq.jpg,https://bangumi.tv/subject/19130
719,校园迷糊大王 一学期补习,OVA,2,2005-12-22,高松信司,ときたひろこ,小清水亜美、高橋広樹、堀江由衣、小西大樹、生天目仁美、川田紳司、岸尾だいすけ、泰勇気、南里侑香、髙木俊、田所ちさ、山﨑美智、檜山修之、安元洋貴、福井裕佳梨、保村真、佐藤利奈,7.6,1561,https://lain.bgm.tv/r/400/pic/cover/l/f3/1b/1877_IKkll.jpg,https://bangumi.tv/subject/1877
720,乱马1/2,TV,18,1989-04-15,芝山努,浦沢義雄、橋本裕志、井上敏樹、菅良幸、川崎ヒロユキ、隅沢克之、高屋敷英夫、松井亜弥,山口勝平、林原めぐみ、李宛鳳、馮美麗、劉傑、姜瑰瑾、日髙のり子、陶敏嫻、呂佩玉、緒方賢一、孫中台、陳幼文、高山みなみ、陶敏嫻、李宛鳳、井上喜久子、姜瑰瑾、馮美麗、大林隆介、官志宏、山寺宏一、孫中台、官志宏、佐久間レイ、馬君珮、李宛鳳、鈴置洋孝、陳幼文、官志宏、島津冴子、許淑嬪、馬君珮、三ツ矢雄二、官志宏、山寺宏一、官志宏、小林優子,7.6,1872,https://lain.bgm.tv/r/400/pic/cover/l/b1/9a/2789_4OsUj.jpg,https://bangumi.tv/subject/2789
721,鲁邦三世 -名为峰不二子的女人-,TV,13,2012-04-04,山本沙代,大西信介、佐藤大、西村純二、三次五子、岡田麿里,栗田貫一、沢城みゆき、小林清志、山寺宏一、浪川大輔、梶裕貴、紺野相龍、内藤有海、皆瀬まりか、乃神亜衣子、板倉光隆、花藤蓮、町田政則、中西としはる、佐々木省三、楠見藍子、長尾明希、真田五郎、広田みのる、早志勇紀、斉藤次郎、辻親八、秋元羊介、長克巳、木村雅史、中嶋アキ、菊本平、佐藤祐四、金尾哲夫、樋口智透、菊池こころ、宮内敦士、神田奈美、牛山茂、竹本和正、下山田綾華、青山穣,7.6,2059,https://lain.bgm.tv/r/400/pic/cover/l/e6/33/36355_dt0WH.jpg,https://bangumi.tv/subject/36355
722,哆啦A梦：大雄与铁人兵团,剧场版,1,1986-03-15,芝山努,藤子・F・不二雄,大山のぶ代、于正昇、小原乃梨子、李映淑、野村道子、謝佼娟、たてかべ和也、沈光平、肝付兼太、官志宏、山本百合子,7.6,1039,https://lain.bgm.tv/r/400/pic/cover/l/c2/03/442_1w2K4.jpg,https://bangumi.tv/subject/442
723,别当欧尼酱了！,TV,12,2023-01-05,藤井慎吾,横手美智子、平見瞠,高野麻里佳、れいみ、さいとうよしえ、石原夏織、金元寿子、津田美波、優木かな、日岡なつみ、青島れな、阿部里果、櫻井海亜、月城莉奈、和多田美咲、高槻みゆう、東城咲耶子、小田果林、水希凜、山本悠有希、長江里加、内村史子、さいとうよしえ、田中沙耶、陶山恵実里、三浦祥朗、菅沼久義、れいみ、さいとうよしえ、内田夕夜、えなこ、後藤光祐、久遠エリサ、中村光樹、羊宮妃那、さいとうよしえ、岡田幸子、さいとうよしえ、中根久美子、中根久美子、中村光樹、小林康介,7.6,18798,https://lain.bgm.tv/r/400/pic/cover/l/7e/ca/378862_24TnR.jpg,https://bangumi.tv/subject/378862
